ruta,xkoordsw,ykoordsw,cl1_sum,cl2_sum,cl3_sum,cl4_sum,cl5_sum,cl6_sum,cl7_sum,cl8_sum,cl9_sum,cl10_sum,cl11_sum,cl12_sum,cl13_sum,cl14_sum,cl15_sum,cl16_sum,cl17_sum,cl18_sum,cl19_sum,cl20_sum,cl21_sum,cl22_sum,cl23_sum,cl24_sum,cl25_sum,cl26_sum,cl27_sum,cl28_sum,cl29_sum,cl30_sum,cl31_sum,cl32_sum,cl33_sum,cl34_sum,cl35_sum,cl36_sum,cl37_sum,cl38_sum,cl39_sum,cl40_sum,population2019,Column 45
250,6611500,378250,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,2,0,1,2,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,20
250,6611500,587000,2,1,2,3,0,1,1,1,2,1,1,0,0,2,1,3,3,2,3,2,4,1,3,3,2,2,3,3,2,1,2,1,3,2,1,1,2,2,1,1,79,71
250,6611750,377000,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,17,12
250,6611750,377250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,7,7
250,6611750,587500,1,4,3,0,1,2,4,2,1,3,0,0,3,1,2,2,1,2,3,0,1,2,1,2,0,1,3,3,0,3,2,1,2,4,1,1,5,1,4,1,71,73
250,6611750,651500,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,6,10
250,6611750,660000,12,6,8,11,7,11,6,11,5,6,14,8,9,8,14,15,14,11,6,5,13,8,7,8,18,9,10,8,5,11,7,10,8,11,7,9,7,9,9,7,376,368
250,6611750,660250,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4
1000,6612000,318000,0,0,0,0,1,0,0,1,0,1,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5,12
1000,6612000,371000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1000,6612000,381000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3
1000,6612000,531000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
1000,6612000,564000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
1000,6612000,610000,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,8,9
1000,6612000,628000,0,0,1,0,1,1,0,1,0,0,1,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,17,17
1000,6612000,636000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
250,6612000,653250,1,1,1,1,0,2,2,3,3,4,2,2,3,0,1,1,3,2,2,2,3,1,2,1,3,1,3,0,2,1,0,1,4,0,0,1,1,3,0,2,64,65
250,6612000,659000,1,2,3,3,3,1,5,3,4,6,3,2,4,4,2,2,3,0,3,2,6,4,2,2,4,1,3,2,0,4,3,3,6,1,2,3,2,4,0,3,115,111
1000,6612000,668000,1,3,3,1,2,2,2,0,2,3,2,3,2,2,4,1,2,0,1,2,2,1,0,0,3,4,3,0,3,2,0,0,2,0,1,0,3,1,0,0,44,63
1000,6612000,688000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3
1000,6612000,694000,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,11,8
1000,6612000,696000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
250,6612250,615750,2,7,5,2,4,4,7,2,4,4,4,10,3,1,5,4,2,2,5,4,6,1,4,3,1,5,2,4,7,5,8,5,5,2,2,2,3,3,3,1,156,153
250,6612500,655500,0,1,2,1,1,1,1,1,1,1,1,2,1,0,1,0,1,0,2,1,0,2,1,1,0,1,0,1,1,0,1,0,1,1,1,4,0,0,2,0,31,36
250,6612500,660000,1,2,5,6,6,2,8,7,5,6,3,2,7,4,9,3,4,7,4,1,6,6,4,3,8,4,7,9,4,6,4,5,3,2,5,3,7,5,2,7,199,192
1000,6613000,365000,3,4,2,1,0,1,0,3,2,4,1,0,0,1,0,1,1,2,2,2,2,1,1,1,1,3,0,2,4,3,4,4,2,0,3,3,1,1,0,3,69,69
1000,6613000,473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1000,6613000,595000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2
1000,6613000,612000,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,7
1000,6613000,615000,0,1,0,0,2,2,2,2,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,21,22
1000,6613000,633000,0,0,2,0,1,1,1,0,0,1,1,1,0,0,2,1,2,1,0,0,0,1,0,1,1,0,0,1,1,0,2,1,1,1,0,0,0,1,1,4,23,30
1000,6613000,639000,2,0,5,1,1,2,1,0,3,2,0,2,1,2,0,0,1,1,0,2,1,1,1,1,1,2,2,1,2,3,4,1,1,2,2,0,1,2,0,1,46,55
250,6613000,652000,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,11,11
1000,6613000,662000,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,21,13
1000,6613000,707000,0,3,2,1,3,5,3,2,0,2,0,3,4,2,1,2,3,0,0,7,3,4,0,1,3,1,3,1,1,0,5,1,2,2,1,1,1,4,1,2,74,80
250,6613250,364750,1,0,0,2,0,0,1,1,0,0,1,1,2,0,2,2,1,1,1,0,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,2,0,1,29,28
250,6613250,587750,1,2,0,1,2,1,0,0,2,0,1,1,1,1,1,2,2,1,3,2,5,1,0,0,1,2,0,0,1,0,2,1,2,2,4,2,1,0,1,1,51,50
250,6613250,616250,3,3,5,1,3,2,3,0,4,3,4,2,2,1,4,4,3,2,2,2,1,5,3,6,3,6,0,1,3,2,2,3,1,0,2,3,3,3,2,3,115,105
250,6613250,652250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,3,5
250,6613250,661000,8,12,12,9,18,11,11,13,14,13,14,13,14,11,9,13,9,14,11,15,16,12,15,16,17,17,10,20,12,13,8,9,11,20,18,15,14,9,10,11,521,517
250,6613500,365500,2,4,3,0,1,1,0,1,3,2,5,2,1,1,0,4,2,2,2,3,1,2,0,0,1,2,1,3,0,0,1,4,2,1,1,1,1,4,2,0,75,66
250,6613500,616000,20,8,8,12,8,6,10,14,12,8,9,9,7,4,11,7,9,11,7,13,10,11,15,9,13,12,9,10,11,10,12,10,13,9,9,16,12,12,13,10,423,419
250,6613500,689750,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,11,13
250,6613500,690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
250,6613500,718750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,6614000,365750,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,5
1000,6614000,393000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
1000,6614000,429000,2,1,0,1,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,15
1000,6614000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1000,6614000,503000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
1000,6614000,514000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
1000,6614000,679000,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,8
250,6614000,704250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1000,6614000,718000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3
250,6614500,590000,1,2,1,0,2,1,4,1,2,2,2,1,2,1,3,4,3,2,1,4,3,3,1,3,0,1,4,2,5,0,0,3,0,2,1,1,1,2,1,4,75,76
250,6614500,660500,1,2,4,2,2,6,2,5,3,1,3,3,3,4,5,3,3,3,2,6,4,1,1,2,3,1,7,6,2,4,2,3,3,3,3,5,3,2,4,2,126,124
250,6614750,704750,3,0,0,1,2,0,1,2,0,4,2,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,21,27
1000,6615000,338000,0,0,0,0,0,0,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,8
1000,6615000,356000,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,0,0,3,1,0,0,0,0,1,0,0,18,19
1000,6615000,361000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2
1000,6615000,369000,0,1,1,3,0,1,0,2,0,0,1,1,1,0,1,1,1,2,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,32,28
1000,6615000,374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,4,8
1000,6615000,392000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1000,6615000,506000,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,24,11
1000,6615000,544000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,3
1000,6615000,598000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1000,6615000,601000,0,0,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,7,14
1000,6615000,605000,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,7
250,6615000,616750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
250,6615000,617250,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,8
1000,6615000,623000,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,14,14
250,6615250,682500,0,1,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,12,11
250,6615750,682250,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3
250,6615750,682500,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5
250,6616000,362750,0,1,2,0,1,1,0,2,1,1,0,1,0,0,0,1,0,0,0,2,1,0,1,1,1,2,1,3,4,5,3,1,2,0,1,1,0,0,2,1,39,43
250,6616000,363000,3,5,3,5,5,6,3,3,3,6,7,7,5,2,4,3,1,3,7,5,2,2,1,4,3,3,5,4,5,2,5,1,4,5,4,4,3,2,3,2,141,150
250,6616000,363250,5,3,1,4,1,4,1,5,3,4,5,4,3,2,3,3,3,2,5,5,3,2,3,3,1,6,1,2,3,4,4,1,0,4,2,3,3,4,4,0,144,119
1000,6616000,371000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
1000,6616000,388000,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,20,14
250,6616000,505000,0,0,2,0,0,1,0,0,0,0,1,0,2,0,1,2,1,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,21,22
1000,6616000,509000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,1,11,12
1000,6616000,564000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4
1000,6616000,649000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1000,6616000,650000,2,0,0,1,0,1,0,2,0,0,1,1,0,1,4,1,1,1,3,2,0,2,3,3,1,0,3,0,0,1,0,1,2,1,2,2,0,0,0,2,40,44
1000,6616000,656000,0,2,2,3,3,6,4,0,4,0,2,3,4,1,2,1,1,1,3,2,0,2,2,2,3,2,1,2,0,0,2,3,2,2,1,0,1,3,0,0,65,72
1000,6616000,698000,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,14,11
250,6616000,698500,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
250,6616500,705750,0,0,1,0,1,0,1,2,3,2,0,0,2,1,0,0,2,0,0,0,2,2,0,1,1,2,1,0,0,0,0,0,1,0,2,0,1,2,1,1,28,32
250,6616500,708000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
250,6616750,506250,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,4
250,6616750,591750,1,1,1,1,1,0,3,0,2,2,3,1,2,2,5,5,1,1,0,5,2,2,5,2,1,3,0,4,3,1,2,0,3,1,1,2,3,0,3,2,75,77
1000,6617000,358000,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12,11
250,6617000,364500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,10,9
1000,6617000,369000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,6
1000,6617000,451000,2,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,17,18
1000,6617000,479000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4
250,6617000,505750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,13,9
1000,6617000,540000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4
1000,6617000,609000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2
1000,6617000,628000,0,0,1,2,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,18,17
1000,6617000,629000,0,1,0,2,1,0,0,0,0,2,0,0,1,0,1,0,1,1,4,0,1,1,0,0,1,1,2,3,1,2,0,0,2,1,0,0,1,1,1,0,35,32
1000,6617000,639000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3
250,6617250,359500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3
250,6617250,603750,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,12,8
250,6617250,707500,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,8,7
250,6617250,721000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5,3
250,6617500,365000,1,1,2,0,3,1,0,0,0,0,2,0,0,0,2,3,0,1,4,1,3,2,2,0,3,0,2,2,2,0,1,3,2,0,2,1,0,2,4,1,57,53
250,6617750,359500,1,0,0,1,0,3,0,0,1,2,0,1,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,1,3,1,1,2,1,2,1,1,1,0,1,1,30,33
250,6617750,569000,0,0,1,0,1,0,1,2,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2,0,1,2,0,0,1,0,21,20
250,6618000,366500,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,9,10
1000,6618000,374000,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,10,9
1000,6618000,380000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3
1000,6618000,437000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
1000,6618000,456000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1000,6618000,589000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4
1000,6618000,624000,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,0,7,12
1000,6618000,651000,0,2,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,20,16
1000,6618000,719000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
1000,6618000,727000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
250,6618250,359000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3
250,6618500,365250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
250,6618500,473000,2,0,1,1,1,1,2,0,2,2,1,3,1,0,2,0,1,1,0,0,0,2,2,2,1,1,2,1,1,2,0,2,0,0,1,1,1,1,0,1,33,42
250,6618500,646750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
250,6618750,354500,0,0,2,1,1,1,1,1,2,0,0,1,3,1,1,0,0,2,3,5,2,1,2,0,0,3,1,0,0,0,0,1,3,1,0,0,0,1,0,2,45,42
250,6618750,365250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,1,0,0,8,9
250,6618750,453750,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,12,13
250,6618750,646500,0,0,1,0,0,0,1,0,2,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11
1000,6619000,350000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,5
250,6619000,354000,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,7
250,6619000,366750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1000,6619000,414000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,8,10
1000,6619000,415000,0,0,0,1,0,0,1,0,0,2,0,0,0,3,2,0,1,2,0,2,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,19,23
250,6619000,452750,7,3,5,7,2,4,1,3,7,2,2,2,3,2,8,5,5,4,4,5,6,6,4,4,3,5,5,3,4,4,3,7,2,2,4,6,3,6,3,7,162,168
1000,6619000,472000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1000,6619000,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
1000,6619000,633000,0,2,1,6,1,1,0,1,2,2,3,1,1,0,0,0,0,0,2,0,0,0,2,1,1,1,4,2,2,2,3,2,0,0,2,4,2,0,5,1,57,57
1000,6619000,648000,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,19,14
1000,6619000,657000,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6,9
1000,6619000,661000,1,1,1,0,1,0,2,2,0,2,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,2,27,27
1000,6619000,662000,0,3,0,1,1,0,0,0,0,2,2,3,0,3,3,1,1,1,1,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,2,1,0,0,1,1,34,33
250,6619250,352500,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,7
250,6619250,452750,3,4,4,4,6,3,3,5,6,7,4,8,7,6,4,7,5,6,7,3,5,5,3,2,4,3,6,0,4,5,2,4,2,3,3,5,4,6,5,3,159,176
250,6619250,507250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
250,6619500,452000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4
250,6619500,569250,6,3,2,6,8,6,3,2,5,5,2,4,6,6,5,4,5,6,1,3,6,4,8,6,1,5,7,5,5,1,5,4,6,6,2,6,5,2,9,8,188,189
250,6619500,646000,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,1,2,0,0,0,0,1,23,21
